IDrespond,Status,IPAddress,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Gender,Age,Education,Occupation,Income,q1k,q2k,q3k,q4k,Q5K1,Q5K2,Q5K3,Q5K4,Q5K5,Q5K6,Q5K7,Q6K,Q7K,Q8K,Q9K,Q10C1,Q10C2,Q10C3,Q10C4,Q10C5,Q10C6,Q10C7,Q11C1,Q11C2,Q11C3,Q11C4,Q11C5,Q12C1,Q12C2,Q12C3,Q12C4,Q12C5,Q12C6,Q12C8,Q13C1,Q13C2,Q13C3,Q13C4,Q13C5,Q13C6,Q14C,Q15C1,Q15C2,Q15C3,Q15C4,Q15C5,Q15C6,Q16P1,Q16P2,Q16P3,Q16P4,Q16P5,Q17P1,Q17P2,Q17P3,Q17P4,Q17P5,Q18I1,Q18I2,Q18I3,Q18I4,Q22C1,Q22C2,Q22C3,Q22C4,Q22c5,Q22c6
QSI70,0,113.185.11.140,100,1904,1,04/02/2019,R_3Eut5P40FYlAjEW, , , , ,21.03129578,105.851593,anonymous,VI,2,36,2,2,4,2,1,2,1,1,1, ,1, ,1, ,1,3,1,2,1,1,1,2,1,1,2,2,2,2,1,1,3,2,1,4,5,6,7,4,2,1,5,3,6,1, , , , ,1, , , ,1, , ,3,3,3,3,3,5,5,5,5,5,1,2,3,4,6
QSI71,0,59.153.241.77,100,524,1,04/02/2019,R_vJHz0iCcHzgSdXP, , , , ,21.03129578,105.851593,anonymous,VI,2,17,1,1, ,2,1,1,2,1,1, , , ,1, ,2,3,2,1,2,2,2,2,2,2,2,2,3,1,2,3,6,4,5,1,3,2,8,1,3,5,2,4,6,1,1,1,1,1,1, , ,1, , , ,4,4,4,4,2,4,3,3,1,1,2,3,4,5,6
QSI72,0,14.177.3.248,100,672,1,04/02/2019,R_1o1qokT5Q5F2Fyg, , , , ,21.03129578,105.851593,anonymous,VI,1,16,1,1,2,2,1,4,2,1,1, , , ,1, ,1,4,4,2,2,2,3,3,2,2,3,1,2,1,1,1,4,3,2,5,6,1,8,4,1,3,5,2,6,1,1,1, ,1,1, , ,1, , , ,2,2,3,4,4,4,3,3,3,2,1,3,5,4,6
QSI73,0,113.190.2.71,100,447,1,04/02/2019,R_3LXtej9094Ps0MI, , , , ,21.03129578,105.851593,anonymous,VI,1,16,1,1,2,5,4,4,2, , , , , , ,1,2,3,4,2,1,1,2,2,1,1,1,1,1,1,2,1,4,5,6,3,2,1,8,4,5,2,1,3,6,1,1,1,1,1,1, , ,1, , , ,3,3,3,3,3,6,6,6,6,5,1,2,3,4,6
QSI74,0,117.6.255.207,100,2802,1,04/02/2019,R_6zpSMgnxQ1sVOy5, , , , ,21.03129578,105.851593,anonymous,VI,2,22,2,4,2,1,1,4,2,1,1, ,1, ,1, ,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,5,6,8,2,1,3,4,5,6,1,1, , , , , ,1, , , , ,2,2,2,2,2,3,3,3,3,1,2,4,5,3,6
QSI75,1, ,100,193,1,04/02/2019,R_3l02FdUJbQVJdSN, , , , ,21.03129578,105.851593,preview,EN,2,1,3,2,3,2,1,3,1,1, , , , , , ,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,4,1,5,6,8,2,1,3,4,5,6,1,1,1,1,1,1, ,1, , , , ,1,1,1,1,1,5,5,5,5,2,1,3,4,5,6
QSI76,0,59.153.232.125,100,1112,1,04/02/2019,R_3RlqRsBb3MH8PnV, , , , ,21.03129578,105.851593,anonymous,VI,2,44,2,4,2,1,1,3,1,1,1,1, ,1,1, ,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,5,2,4,1,3,6,8,5,1,2,4,3,6,1,1,1,1,1,1, ,1, , , , ,1,1,1,1,1,5,5,5,5,1,5,4,3,2,6
QSI77,0,123.20.96.163,100,560,1,04/02/2019,R_1Nh15gyjZALfPtV, , , , ,10.92340088,106.6897888,anonymous,EN,2,31,3,2,2,2,1,2,1,1,1,1,1,1,1, ,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,5,6,4,1,3,2,8,5,1,2,4,3,6,1,1, ,1, ,1, ,1, , , , ,2,2,1,2,1,5,5,5,5,5,3,2,4,1,6
QSI78,0,27.67.6.39,100,437,1,04/02/2019,R_1pKwyqRB4kmGbQV, , , , ,21.03129578,105.851593,anonymous,EN,2,33,3,4,30000,2,1,1,1,1,1,1,1,1,1, ,1,3,1,2,2,1,2,2,1,1,1,1,1,1,1,1,4,1,3,5,6,2,8, , , , , , ,1,1,1,1,1,1, ,1,1,1, , ,1,1,2,1,2,5,5,4,3,3,2,4,5,1,6
QSI79,0,42.112.237.179,100,557,1,04/02/2019,R_2OGvqXniAxHUcAA, , , , ,21.03129578,105.851593,anonymous,VI,2,17,1,1, ,2,1,2,1,1,1,1,1,1,1, ,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,6,3,5,1,8,3,2,1,4,5,6,1, , , , ,1, , ,1, , , ,2,2,1,1,2,3,3,4,4,5,1,4,2,3,6
QSI80,0,113.185.11.112,100,273,1,04/02/2019,R_27eNP4u6lx9WXZ0, , , , ,21.03129578,105.851593,anonymous,EN,2,20,2,1,2,1,1,3,1, ,1, , , ,1, ,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,5,6,8,3,1,2,4,5,6,1,1,1,1,1,1, , ,1,1, , ,1,1,1,1,1,5,5,5,5,1,2,3,5,4,6
QSI81,0,118.70.129.58,100,1377,1,04/02/2019,R_1DIpu1tyL8nhqyk, , , , ,21.03129578,105.851593,anonymous,EN,2,40,2,2,3,2,1,4,1, ,1, ,1,1,1, ,1,2,4,2,2,1,1,1,2,1,2,1,1,1,1,1,1,3,2,4,5,6,8,2,1,3,4,5,6,2,1, ,1, ,1, ,1, ,1, , ,1,1,1,1,1,5,5,5,4,1,4,5,2,3,6
QSI82,0,117.0.170.68,100,338,1,04/02/2019,R_2R8EQXBxhG73c9q, , , , ,21.03129578,105.851593,anonymous,VI,1,15,1,1,2,2,1,3,1, , , ,1, , , ,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,2,3,1,7,3,2,1,4,5,6,1, , , , ,1, ,1, , , , ,2,2,2,2,2,5,5,5,4,5,2,4,1,3,6
QSI83,0,42.115.196.189,100,400,1,04/02/2019,R_UKn5zSqNd1W4vw5, , , , ,21.03129578,105.851593,anonymous,EN,2,16,1,1,2,1,1,2,2,1,1,1,1,1,1, ,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,5,4,2,3,1,8,4,2,1,5,3,6,1,1,1,1,1,1, ,1, , , , ,1,1,1,1,2,5,5,5,5,1,2,4,3,5,6
QSI84,0,123.16.235.25,100,944,1,04/02/2019,R_1BQakjIziMpbDbR, , , , ,21.03129578,105.851593,anonymous,VI,1,16,1,1,2,2,1,3,1,1,1,1,1, ,1, ,2,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,4,5,6,2,1,3,8,3,2,1,5,4,6,2,1,1,1,1,1, , , ,1, , ,1,1,3,2,1,4,3,5,5,2,3,5,4,1,6
QSI85,0,42.114.38.234,100,627,1,04/02/2019,R_2PaRXcLLm2isyKM, , , , ,21.03129578,105.851593,anonymous,VI,2,40,3,4,2,1,1,1,1, ,1, , , , , ,1,3,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,3,5,2,4,6,8,2,1,3,5,4,6,1,1, , , ,1, , ,1, , , ,2,2,2,2,2,5,1,2,2,1,4,5,3,2,6
QSI86,0,113.20.100.135,100,5677,1,04/02/2019,R_1gAsq9uAVH6rff1, , , , ,21.03129578,105.851593,anonymous,VI,2,47,3,2,2,2,1,4,1,1, , , , , , ,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,2,7,8,3,1,2,4,5,6,1, , , , ,1, ,1, , , , ,1,1,1,1,1,2,5,5,5,2,1,3,4,5,6
QSI87,0,27.67.47.6,100,830,1,04/02/2019,R_3MfVKrR1Ve10gEd, , , , ,21.03129578,105.851593,anonymous,VI,1,41,3,4,2,1,1,4,2,1,1,1, ,1,1, ,1,3,4,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,3,4,5,6,8,4,2,1,5,3,6,1,1,1,1,1,1, , , ,1, , ,2,2,2,2,2,5,3,5,5,1,2,3,4,5,6
QSI88,0,113.190.57.116,100,396,1,04/02/2019,R_r0E9h66OZn3mHjX, , , , ,21.82330322,105.2181091,anonymous,VI,2,30,3,2,3,2,1,2,1,1,1, ,1, ,1, ,1,1,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,2,4,5,6,3,8,1,3,4,5,6,2,1, , , , ,1, , , ,1, , ,2,2,1,1,1,4,1,5,5,2,3,1,4,5,6
QSI89,0,123.24.183.34,100,891,1,04/02/2019,R_5bsQlgMjHH6ugfL, , , , ,21.03129578,105.851593,anonymous,VI,2,16,1,1,2,2,1,3,1,1,1, ,1, , , ,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,5,6,2,8,5,1,2,4,3,6,1,1,1,1,1,1,1,1, , , , ,1,1,2,1,1,5,5,5,5,5,4,3,2,1,6
QSI90,0,42.113.196.130,100,974,1,04/02/2019,R_2VgVu4Nvkrbkge8, , , , ,21.03129578,105.851593,anonymous,EN-GB,2,17,1,1,2,2,1,3,1,1,1,1,1,1,1, ,1,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,6,4,2,5,3,1,8,4,2,1,5,3,6,1, , , , ,1, ,1, , , , ,2,2,2,2,1,2,1,2,1,4,1,5,2,3,6
QSI91,0,113.190.194.142,100,450,1,04/02/2019,R_2QKUTONESeBCBeB, , , , ,21.03129578,105.851593,anonymous,EN,2,30,3,2,2,1,1,4,2,1,1,1,1,1,1, ,2,3,3,2,1,1,1,1,1, , ,1,1,1,1,1,3,4,5,6,2,1,8,2,3,1,4,5,6,1,1,1,1,1,1, , , ,1, , ,2,1,1,2,2,3,2,3,3,2,1,3,4,5,6
QSI92,0,42.113.192.123,100,429,1,04/02/2019,R_2VauxkId6W9sLFB, , , , ,21.03129578,105.851593,anonymous,VI,2,16,1,1,2,2,1,4,1, ,1,1, , ,1, ,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,3,6,5,8,4,1,2,5,3,6,2, , , , ,1, , ,1,1, , ,1,2,3,2,1,5,5,5,5,3,1,5,4,2,6
QSI93,0,123.24.23.139,100,466,1,04/02/2019,R_31Xy42Htoc6cVUC, , , , ,21.13960266,105.8493042,anonymous,VI,1,15,1,1,2,2,1,2,2,1,1, ,1, , , ,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,6,5,1,2,8,3,1,2,5,4,7,2, , , , ,1, , ,1, , , ,2,2,2,2,1,3,4,5,5,4,1,2,5,3,6
QSI94,0,14.248.57.197,100,608,1,04/02/2019,R_1l4gGAT0rbC6eJ5, , , , ,21.03129578,105.851593,anonymous,VI,2,16,1,1,2,1,1,4,1,1,1, ,1, , , ,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,4,2,3,1,8,5,2,1,4,3,6,2,1,1,1,1,1, , ,1, , , ,2,2,1,1,2,5,4,4,4,2,1,3,5,4,6
QSI95,0,116.107.32.187,100,7027,1,04/02/2019,R_1gqpd9p7olKJjNE, , , , ,21.03129578,105.851593,anonymous,VI,2,41,3,4,2,2,1,3,1,1,1,1,1,1,1, ,1,2,4,1,2,2,2,2,2,1,1,1,1,1,2,1,6,4,1,2,5,3,8,4,3,2,5,1,6,2,1,1,1,1,1, ,1, , , , ,2,2,1,2,2,4,5,4,4,3,2,1,5,4,6
QSI96,0,171.255.67.211,100,416,1,04/02/2019,R_1OvoeTRA3ojXLNW, , , , ,21.03129578,105.851593,anonymous,VI,2,34,3,4,3,1,1,3,1,1,1,1,1,1,1, ,1,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,6,3,8,3,1,2,4,5,6,1,1,1,1,1,1, ,1, , , , ,1,1,1,1,2,5,5,5,5,5,4,3,2,1,6
QSI97,0,27.67.9.32,100,814,1,04/02/2019,R_uyyKBEmGTrWyZ69, , , , ,21.03129578,105.851593,anonymous,VI,2,29,2,4,2,2,1,4,1,1, , , , , , ,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,0,5,6,1,2,3,4,8,1,2,3,4,5,7,1, , , , ,1, , , ,1, , ,2,2,2,2,3,5,5,5,5,5,2,4,3,1,6
QSI98,0,113.190.126.230,100,764,1,04/02/2019,R_3eejamNOsUxXOmd, , , , ,21.03129578,105.851593,anonymous,VI,2,42,2,4,2,2,1,2,1,1,1, , , ,1, ,1,3,3,2,1,1,2,4,1,2,2,1,1,1,1,1,1,2,3,5,6,4,8,3,2,1,4,5,6,2,1,1, ,1,1, , , , , ,1,1,2,1,2,1,3,4,5,5,5,2,3,4,1,6
QSI99,0,14.232.173.246,100,3248,1,04/02/2019,R_3iPBYQxNcyrNbMb, , , , ,21.03129578,105.851593,anonymous,VI,2,28,3,2,2,2,1,4,2,1, , , , , , ,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,4,5,6,7,2,1,3,4,5,6,1,1,1,1,1,1, , ,1, , , ,2,2,1,1,1,5,5,5,5,4,3,1,5,2,6
QSI100,0,1.55.223.208,100,3134,1,04/02/2019,R_eM2bfCk87MMpchr, , , , ,21.03129578,105.851593,anonymous,VI,2,15,1,1, ,1,1,2,2, ,1, , , ,1, ,2,2,1,2,2,4,2,2,1,1,2,1,1,1,1,1,6,4,2,5,3,1,8,1,3,4,5,6,7, , , , , , , , ,1, , , ,4,4,3,3,4,3,5,2,4,1,2,3,4,5,6
QSI101,0,42.112.235.136,100,1081,1,04/02/2019,R_3pr6jwlLTB1JtBW, , , , ,21.03129578,105.851593,anonymous,VI,1,35,3,2,2,1,1,3, ,1,1,1,1,1,1, ,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,5,6,4,3,1,8,4,2,1,5,3,6,1, , , , , ,1, ,1, , , ,2,2,3,1,1,3,3,4,4,5,4,2,3,1,6
QSI102,0,113.185.11.62,100,382,1,04/02/2019,R_1MWB9TIPC6WSK5g, , , , ,21.03129578,105.851593,anonymous,VI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
QSI103,0,183.81.115.59,100,466,1,04/02/2019,R_1CfhHLP7f4VNlmG, , , , ,21.03129578,105.851593,anonymous,VI,1,16,1,1, ,2,1,2,2,1,1, , , ,1, ,2,2,4,2,1,1,1,1,1,1, ,3,1,1,1,1,2,3,1,4,5,6,8,2,3,4,1,5,6,1,1,1,1,1,1, , , ,1, , ,2,2,2,2,2,4,4,4,3,5,1,4,3,2,6
QSI104,0,27.3.65.74,100,519,1,04/02/2019,R_urFDLfY2stEekzD, , , , ,21.03129578,105.851593,anonymous,EN,1,16,1,1,2,2,1,3,2,1,1, ,1, , , ,1,3,2,2,1,2,2,3,1,1,2,1,1,1,1,1,5,6,1,4,3,2,8,1,4,5,3,2,6,1,1, ,1,1,1, , ,1, , , ,2,2,3,2,3,3,4,3,5,6,1,5,3,4,2
QSI105,0,116.107.12.54,100,1218,1,04/02/2019,R_2wmow70wjVjjUSj, , , , ,21.03129578,105.851593,anonymous,EN,1,31,3,4,3,2,1,3,1,1,1, , , ,1, ,1,2,3,1,2,2,1,2,2,2,2,1,1,1,1,1,5,6,4,2,3,1,7,4,2,1,5,3,6,2, , , , ,1, , ,1, , , ,1,2,1,2,2,2,2,2,2,1,2,3,5,4,6
QSI106,0,113.20.100.143,100,859,1,04/02/2019,R_2aIDLnL7s3KBqh2, , , , ,21.03129578,105.851593,anonymous,VI,2,16,1,1, ,5,1,1,2,1,1,1, , , , ,1,3,1,1,2,1,1,3,1,1,2,1,1,1,2,1,2,1,6,3,4,5,8,3,4,2,1,5,6,2, , ,1,1,1, ,1, , , , ,2,3,2,2,3,3,5,3,4,2,1,4,5,3,6
QSI107,0,1.55.216.233,100,613,1,04/02/2019,R_3s7acKKzdPHfdk6, , , , ,21.03129578,105.851593,anonymous,VI,2,16,1,1,2,2,1,2,2,1,1, ,1, , , ,1,2,1,1,2,2,2,2,1,1,2,1,1,1,1,1,6,4,1,3,5,2,8,4,2,1,5,3,6,2,1,1,1,1,1, , ,1,1, , ,2,2,2,2,2,3,3,3,3,1,2,3,4,6,5
QSI108,0,171.238.243.34,100,925,1,04/02/2019,R_238f2xel9HsrJvA, , , , ,21.03129578,105.851593,anonymous,VI,2,45,2,4,2,2,1,4,1,1,1,1,1, ,1, ,1,1,2,2,2,2,3,3,2, , ,1,1,1,1,1,3,4,5,6,2,1,8,1,2,3,5,4,6,1,1,1,1,1,1, , ,1,1, , ,2,3,2,2,3,1,1,1,1,5,4,2,3,1,6
QSI109,0,123.24.9.154,100,479,1,04/02/2019,R_6gUO4sD89sNClyN, , , , ,21.03129578,105.851593,anonymous,VI,2,16 years-old,1,1, ,1,1,2,1,1, ,1,1, ,1, ,2,3,2,2,1,2,3,3,2,1,2,1,1,1,1,1,3,4,6,2,1,5,7,3,2,1,4,5,6,1,1,1,1,1,1, , ,1, , , ,2,3,1,2,3,5,5,5,5,5,3,2,1,4,6
QSI110,0,117.4.232.149,100,614,1,04/02/2019,R_2ZJsQs6JSXdac33, , , , ,21.03129578,105.851593,anonymous,VI,2,36,2,2,3,1,1,4,1,1,1, , , ,1, ,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2,4,5,1,6,3,8,5,2,1,4,3,6,1,1, , , ,1, , , ,1, , ,2,2,2,2,2,5,5,5,5,5,2,1,4,3,6
QSI111,0,14.177.70.229,100,810,1,04/02/2019,R_xDe5EDjoG9qJWRb, , , , ,21.03129578,105.851593,anonymous,VI,2,15,1,1, ,1,1,4,2,1,1,1,1, , , ,1,2,4,2,2,1,3,3,1,1,1,1,1,1,1,1,1,6,4,2,3,5,8,1,3,4,2,5,7,2,1,1,1, ,1, , ,1,1, , ,3,2,2,3,3,3,4,3,1,5,1,4,3,2,6
QSI112,0,116.104.9.80,100,382,1,04/02/2019,R_1pDPiURWKebM9wg, , , , ,21.03129578,105.851593,anonymous,VI,LGBT,15,1,1,2,2,1,1,2, ,1,1,1, ,1, ,1,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,5,1,6,2,3,4,7,3,2,1,4,5,6,2, , , , ,1, , ,1, , , ,2,2,3,3,3,4,5,3,4,1,2,3,4,5,6
QSI113,0,103.199.70.70,100,859,1,04/02/2019,R_6DoSvVfy9nxu9Mt, , , , ,10.81419373,106.6437988,anonymous,VI,1,25,2,4,2,2,1,4,1,1,1,1,1,1,1, ,1,3,2,2,1,1,2,3,1,1,2,1,1,1,1,1,3,2,1,4,6,5,8,3,2,5,4,1,6,2, , , , ,1, ,1, , , , ,1,2,1,2,4,5,5,3,2,3,2,1,4,5,6
QSI114,0,14.248.143.110,100,551,1,04/02/2019,R_1FM0hKTRzptBISm, , , , ,21.03129578,105.851593,anonymous,VI,2,39,3,2,2,1,1,4,1,1,1, ,1, ,1, ,1,3,1,2,1, , , , , , ,1,2,1,1,1,1,2,4,6,5,3,8,2,3,1,4,5,6,1,1,1,1,1,1, , ,1, , , ,2,2,2,2,2,4,2,3,2,5,3,2,4,1,6
QSI115,0,113.20.99.157,100,486,1,04/02/2019,R_1BQVAr7VEV8vMDt, , , , ,21.03129578,105.851593,anonymous,VI,2,16,1,1,2,2,1,4,2, , , ,1, , , ,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,4,1,3,2,5,6,8,3,2,4,1,5,6,2,1,1,1,1,1, , ,1,1, , ,2,2,2,2,2,3,3,3,3,1,2,5,3,4,6
QSI116,0,116.107.38.243,100,782,1,04/02/2019,R_1KfKxvJUrL6OwP8, , , , ,21.03129578,105.851593,anonymous,VI,2,45,3,4,3,1,1,3,1,1,1, , , ,1, ,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,4,5,1,3,6,2,8,3,1,2,5,4,6,1,1,1,1,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1,1,3,1,4,5,2,6
QSI117,1, ,100,211,1,04/02/2019,R_27DSu5CEZm69SYS, , , , ,21.03129578,105.851593,preview,EN,2,0,3,2,3,2,1,3,1,1,1,1,1,1,1, ,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,5,6,8,2,1,3,4,5,6,1, , , , ,1, ,1, , , , ,1,1,1,1,1,5,5,5,5,2,1,3,4,5,6
QSI118,0,123.16.5.9,100,466,1,04/02/2019,R_3ne1Pc9lb095FGy, , , , ,21.03129578,105.851593,anonymous,EN,2,15,1,1,2,1,1,2,2, , , , , , ,1,1,2,4,2,4,2,1,1,1,1,1,1,1,1,1,1,4,5,3,6,1,2,8,3,4,5,1,2,6,1, , , , ,1, , ,1, , , ,2,2,1,1,2,5,5,5,5,1,5,4,3,2,6
QSI119,0,171.252.251.30,100,535,1,04/02/2019,R_1I6H9VjmZo0Fhgz, , , , ,10.81419373,106.6437988,anonymous,VI,2,36,3,2,3,1,1,4,2,1,1, , , ,1, ,1,2,1,2,2,1,2,2,1,1,2,1,1,1,1,1,5,4,2,3,6,1,8,2,1,3,5,4,7,1,1,1,1,1,1, , , ,1, , ,3,2,2,2,2,3,3,3,3,3,4,2,5,1,6
QSI120,0,103.7.37.11,100,482,1,04/02/2019,R_exrpoNkVW7N3LPP, , , , ,21.03129578,105.851593,anonymous,VI,1,16,1,1,2,2,1,2,2,1,1,1,1,1,1, ,2,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,3,5,4,2,6,1,8,4,2,3,5,1,6,1,1,1,1,1,1, ,1, ,1, , ,3,3,2,3,3,2,3,2,2,1,2,4,5,3,6
QSI121,0,117.5.222.144,100,853,1,04/02/2019,R_29s8cFKqyYsxi6d, , , , ,21.03129578,105.851593,anonymous,VI,1,15,1,1,2,2,1,2,1, , , , , ,1, ,1,3,2,2,1,1,2,3,1,1,2,3,1,1,1,1,1,3,5,2,4,6,8,5,2,1,3,4,6,1, , , , ,1, , ,1, , , ,1,2,2,2,3,5,5,5,5,2,1,4,3,5,6
QSI122,0,14.248.134.82,100,542,1,04/02/2019,R_2U9nJzRYg7HjepA, , , , ,21.03129578,105.851593,anonymous,VI,2,43,3,4,3,2,1,4,1,1,1,1,1, , , ,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,4,6,3,8,3,2,1,5,4,6,1,1,1,1,1,1, ,1, ,1, , ,2,2,1,1,1,4,4,5,5,1,3,4,2,5,6
QSI123,0,58.187.4.117,100,1167,1,04/02/2019,R_55CyEKHXk37hbtD, , , , ,21.03129578,105.851593,anonymous,VI,2,35,2,2,2,2,1,3,1, ,1, ,1, ,1, ,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,1,4,6,8,4,2,1,3,5,6,1,1,1,1,1, , ,1, ,1, , ,3,2,2,2,3,2,2,3,4,5,3,4,2,1,6
QSI124,0,14.177.15.13,100,893,1,04/02/2019,R_1lhG1Ki3Uw8Xoqo, , , , ,21.03129578,105.851593,anonymous,EN,2,16,1,1, ,2,1,2,1,1,1,1,1,1,1, ,1,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,6,2,4,5,8,3,2,1,5,4,6,1, , , , ,1, ,1,1,1, , ,2,2,2,2,2,4,3,4,5,2,1,4,3,5,6
QSI125,0,113.23.91.177,100,698,1,04/02/2019,R_1DoNLl8pk6Mj072, , , , ,21.03129578,105.851593,anonymous,VI,2,24,2,2,2,1,1,4,1,1,1,1,1,1,1, ,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,1,2,6,8,4,2,1,3,5,6,1,1,1,1,1,1, , ,1,1, , ,2,2,1,1,1,5,5,5,5,5,2,4,3,1,6
QSI126,0,171.241.173.224,100,543,1,04/02/2019,R_poCIiuCXm2lpnIl, , , , ,21.03129578,105.851593,anonymous,VI,2,15,1,1, ,2,1,1,2,1,1,1,1, , , ,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,5,3,1,2,6,4,8,4,3,5,2,1,6,2,1,1,1,1,1, , ,1,1, , ,2,3,2,2,2,3,3,3,3,5,1,2,3,4,6
QSI127,0,14.231.78.148,100,907,1,04/02/2019,R_2Y9OLSptNwx8bIB, , , , ,21.03129578,105.851593,anonymous,VI,2,16,1,1, ,5,1,4,1,1,1,1,1, ,1, ,1,3,1,2,2,1,2,2,1,1,1,1,1,1,1,1,5,3,6,4,2,1,8,4,1,3,5,2,7,1,1,1,1,1,1,1, ,1, , ,1,1,1,2,2,3,5,3,5,5,2,3,4,5,1,6
QSI128,0,113.20.99.189,100,1328,1,04/02/2019,R_1HkrkHVUraxrBJu, , , , ,21.03129578,105.851593,anonymous,VI,2,16,1,1,2,1,1,3,2,1,1, ,1, ,1, ,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,5,6,4,1,3,2,8,1,5,4,2,3,6,2, , , , ,1, , ,1, , , ,3,3,3,3,3,2,4,2,5,2,1,3,4,5,6
QSI129,0,42.114.33.43,100,334,1,04/02/2019,R_3L4LS27ILBvWZO8, , , , ,21.03129578,105.851593,anonymous,VI,2,16,1,1, ,1,1,2,2, , , , , ,1, ,2,3,1,2,2,3,1,2,1,2,1,2,1,1,1,1,6,3,5,4,2,1,8,4,2,1,3,5,6,1,1, , , , , , , ,1, , ,1,2,3,1,3,3,4,4,3,3,4,1,5,2,6
QSI130,0,115.72.205.64,100,766,1,04/02/2019,R_qKLjqWj33RKM41j, , , , ,11.30000305,106.1000061,anonymous,VI,2,27,2,3,2,1,1,4,1,1,1, ,1, , , ,1,3,4,2,1,1,3,3,1,1,1,1,1,1,1,1,4,5,3,2,6,1,8,5,1,2,3,4,6,1, , , , ,1, ,1, , , , ,2,2,1,2,3,5,5,5,3,2,1,3,5,4,6
QSI131,0,27.79.237.42,100,263,1,04/02/2019,R_W0WQ0I8NMOdx4SR, , , , ,21.03129578,105.851593,anonymous,VI,1,15,1,1,2,2,1,3,2,1, , , , ,1, ,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,4,6,1,7, , , , , , , , , , , , , , ,1, , , ,1,1,1,1,1,5,5,5,5,2,3,4,5,1,6
QSI132,0,117.0.66.143,100,659,1,04/02/2019,R_pghOsQ5GQrKGhRn, , , , ,21.03129578,105.851593,anonymous,EN,4,16,1,1,2,2,1,3,1,1,1, , ,1,1, ,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,3,5,6,4,2,1,8,2,4,3,5,1,6,1,1, ,1,1,1, ,1, , , , ,3,3,3,2,3,3,5,4,5,5,1,3,4,2,6
QSI133,0,171.241.21.232,100,483,1,04/02/2019,R_2rIupqfp7nNv5Qz, , , , ,21.03129578,105.851593,anonymous,VI,2,25,2,2,2,1,1,2,1,1,1,1,1, ,1, ,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,1,4,5,8,3,2,1,4,5,6,1,1,1,1,1,1, , , ,1, , ,2,2,2,2,2,5,1,5,5,5,1,2,3,4,6
